parent_id,position,key,type,value
root,0,capacity_add,integer,0
root,1,spawn_multiplier,number,1.0
root,2,damage_multiplier,number,1.0
root,3,health_multiplier,number,1.0
root,4,patrol_multiplier,number,1.0
root,5,speed_multiplier,number,1.0
root,6,death_blast_multiplier,number,1.0
root,7,fire_rate_multiplier,number,1.0
root,8,big_target_damage_multiplier,number,1.0
root,9,launch_damage_multiplier,number,1.0
root,10,launch_damage_seconds,number,0.0
root,11,death_spawn_reduction_seconds,number,0.0
root,12,kill_spawn_reduction_seconds,number,0.0
root,13,kill_spawn_reduction_cooldown,number,0.0
root,14,projectile_speed_multiplier,number,1.0
root,15,blast_radius_multiplier,number,1.0
root,16,pierce_extra_targets,integer,0
root,17,pierce_damage_retention,number,0.0
root,18,ricochet_targets,integer,0
root,19,ricochet_damage_retention,number,0.0
root,20,refraction_targets,integer,0
root,21,refraction_damage_retention,number,0.0
root,22,erosion_damage_per_stack,number,0.0
root,23,erosion_max_stacks,integer,0
root,24,erosion_duration,number,0.0
root,25,cluster_fragments,integer,0
root,26,cluster_damage_retention,number,0.0
root,27,slow_fraction,number,0.0
root,28,slow_duration,number,0.0
root,29,slow_boss_multiplier,number,0.5
root,30,k2_dense_hits_required,integer,0
root,31,k2_dense_fire_rate_multiplier,number,1.0
root,32,k2_dense_duration,number,0.0
root,33,k2_reload_reduction_seconds,number,0.0
root,34,k2_reload_cooldown,number,0.0
root,35,k3_support_first_multiplier,number,1.0
root,36,k3_mobile_warmup_retention,number,0.0
root,37,k3_peak_damage_multiplier,number,1.0
root,38,m2_delayed_fraction,number,0.0
root,39,m2_delayed_seconds,number,0.0
root,40,m2_shock_required,integer,0
root,41,m2_next_damage_multiplier,number,1.0
root,42,m2_shock_cooldown,number,0.0
root,43,m3_drill_heavy_multiplier,number,1.0
root,44,m3_escort_lock_multiplier,number,1.0
root,45,m3_escort_radius,number,0.0
root,46,l2_memory_seconds,number,0.0
root,47,l2_memory_fraction,number,0.0
root,48,l2_energy_resonance_per_second,number,0.0
root,49,l2_resonance_cap,number,0.0
root,50,l3_pulse_radius_multiplier,number,1.0
root,51,l3_damage_multiplier,number,1.0
root,52,l3_afterpulse_seconds,number,0.0
